,Step,H_nhc,H_nhc1,H_nhc2
293400,6168000,-6094.49463,-51181.5508,51729.1758
293700,6174000,-6096.884770000001,-50868.25,51358.9844
294000,6180000,-6095.44873,-51038.125,51560.6953
294300,6186000,-6094.23926,-51171.2266,51800.3945
294600,6192000,-6097.00342,-50841.4141,51375.5273
294900,6198000,-6096.85205,-50752.9062,51387.1406
295200,6204000,-6096.7763700000005,-50991.5039,51498.3789
295500,6210000,-6096.9536100000005,-50747.8359,51361.6719
295800,6216000,-6095.40869,-51047.043,51532.5625
296100,6222000,-6095.59766,-51092.8242,51524.8398
296400,6228000,-6096.031739999999,-50949.0664,51489.7969
296700,6234000,-6097.58496,-50738.543,51326.1875
297000,6240000,-6099.21729,-50453.2383,51045.4961
297300,6246000,-6096.95703,-50667.9336,51303.9688
297600,6252000,-6098.27588,-50598.0156,51215.9375
297900,6258000,-6098.71631,-50331.543,50992.3086
298200,6264000,-6099.3252,-50487.7422,51049.6914
298500,6270000,-6100.10059,-50547.3086,51114.7969
298800,6276000,-6097.33984,-50710.5742,51362.1875
299100,6282000,-6098.805179999999,-50554.6719,51138.0469
299400,6288000,-6097.24854,-50625.0078,51254.1133
299700,6294000,-6098.60059,-50821.9062,51250.6211
300000,6300000,-6096.03662,-50946.0078,51526.625
