,Step,H_nhc,H_nhc1,H_nhc2
294900,4648500,-5764.35645,-51792.1562,52757.4453
295200,4653000,-5767.67627,-51541.7148,52456.375
295500,4657500,-5762.1123,-51809.7266,52761.0156
295800,4662000,-5763.67969,-51802.0625,52755.0234
296100,4666500,-5765.95215,-51728.2227,52624.5898
296400,4671000,-5766.75879,-51640.6328,52524.6836
296700,4675500,-5763.60449,-51825.8164,52723.5703
297000,4680000,-5761.14307,-52007.9727,52998.3633
297300,4684500,-5761.5786100000005,-52004.3555,52873.8242
297600,4689000,-5764.21094,-51823.9062,52697.5273
297900,4693500,-5766.25781,-51647.0117,52541.7305
298200,4698000,-5764.38672,-51786.1953,52721.6016
298500,4702500,-5765.819820000001,-51658.0938,52614.7695
298800,4707000,-5763.57617,-51851.6016,52760.6172
299100,4711500,-5766.55371,-51771.3516,52662.8516
299400,4716000,-5765.56006,-51642.4531,52634.0938
299700,4720500,-5766.500489999999,-51684.9883,52575.0039
300000,4725000,-5770.56348,-51397.4297,52324.3398
